Komentar,Sentimen
"['mari', 'semangat', 'bangunoptimisme', 'kondisi', 'global', 'momok', 'negara', 'negara', 'dunia', 'jokowi', 'rakyat', 'optimis', 'hadap']",Positif
"['ulang', 'kali', 'presiden', 'bangunoptimisme', 'hadap', 'sda', 'sdm', 'limpah', 'modal', 'utama']",Negatif
"['dapat', 'presiden', 'pokok', 'bangunoptimisme', 'kudu', 'hadap', 'bayang', 'bayang']",Positif
"['ancam', 'global', 'kabar', 'hampir', 'jelang', 'ujung', 'masuk', 'negara', 'besar', 'dunia', 'versi', 'dana', 'moneter', 'internasional', 'nindonesia', 'bangunoptimisme']",Positif
"['bayang', 'ygdiperkirakan', 'kuat', 'presiden', 'jokowi', 'masyarakat', 'optimis', 'hadap', 'situasi', 'bangunoptimisme']",Positif
"['tahan', 'ancam', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['pokok', 'semangat', 'satu', 'bangunoptisme', 'hadap', 'lewat', 'bayang', 'bayang', 'optimis']",Positif
"['negara', 'kembang', 'cenderung', 'hindar', 'nindonesia', 'bangunoptimisme']",Positif
"['bahas', 'optimis', 'hadap', 'faktor', 'nindonesia', 'bangunoptimisme']",Positif
"['presiden', 'seringkali', 'bangunoptimisme', 'hadap', 'global']",Positif
"['kondisi', 'ekonomi', 'global', 'hantu', 'negara', 'negara', 'dunia', 'bayang', 'kuat', 'presiden', 'jokowi', 'masyarakat', 'optimis', 'hadap', 'situasi', 'bangunoptimisme']",Positif
"['episentrum', 'dunia', 'ekonomi', 'nasional', 'topang', 'kuat', 'minta', 'domestik', 'nindonesia', 'bangunoptimisme']",Positif
"['kondisi', 'ekonomi', 'global', 'hantu', 'negara', 'negara', 'dunia', 'bayang', 'kuat', 'nindonesia', 'bangunoptimisme']",Positif
"['global', 'cari', 'peluang', 'sektor', 'moncer', 'nindonesia', 'bangunoptimisme']",Positif
"['semangat', 'hadap', 'moga', 'milik', 'peran', 'global', 'ekonomi', 'stok', 'sumberdaya', 'alam', 'limpah', 'nindonesia', 'bangunoptimisme']",Positif
"['kondisi', 'ekonomi', 'global', 'menajdi', 'khawatir', 'orang', 'bayang', 'bangunoptimisme']",Positif
"['probabilitas', 'persen', 'nindonesia', 'bangunoptimisme']",Positif
"['presiden', 'jokowi', 'bangunoptimisme', 'hindar', 'kuat']",Positif
"['milik', 'daya', 'tahan', 'hadap', 'ancam', 'global', 'nindonesia', 'bangunoptimisme']",Positif
"['global', 'xab', 'nmenteri', 'bumn', 'optimis', 'tahan', 'krisis', 'geopolitik', 'akibat', 'gejolak', 'global', 'nerick', 'thohir', 'nasional', 'tumbuh', 'bangkitbersamaet']",Positif
"['hadap', 'ancam', 'kadin', 'gelar', 'rapimnas', 'kuat', 'umkm', 'afterb', 'arsjadrasjid', 'kadinindonesia', 'inklusifkolaboratif']",Positif
"['proyeksi', 'suram', 'bank', 'tumbuh', 'positif', 'capai', 'persen', 'kumparanbisnis', 'dailyupdate']",Positif
"['menteri', 'bumn', 'erick', 'thohir', 'optimistis', 'bangsa', 'lewat', 'nmenurut', 'optimistis', 'bangun', 'yakin', 'nasional', 'tumbuh', 'angka', 'dorong', 'ekspor', 'sda', 'bentuk', 'bangkitbersamaet']",Positif
"['kadin', 'usaha', 'hadap', 'ancam', 'tahun', 'arsjadrasjid', 'umkm', 'inklusifkolaboratif']",Positif
"['bos', 'ojk', 'takut', 'jago']",Positif
"['negara', 'tealh', 'rasa', 'global', 'mas', 'lewat', 'dukun', 'goleh', 'sda', 'beliau', 'dorong', 'ekspor', 'sda', 'dlm', 'bentuk', 'barang', 'produk', 'mentah', 'bangkitbersamaet']",Positif
"['menteri', 'bumn', 'optimisme', 'bangun', 'nasional', 'tumbuh', 'angka', 'optimis', 'lewat', 'bangkitbersamaet']",Positif
"['presiden', 'joko', 'widodo', 'jajar', 'pimpin', 'komisi', 'pilih', 'pusat', 'efisien', 'anggar', 'milu', 'kondisi', 'global', 'kian', 'gelombang']",Positif
"['menteri', 'badan', 'usaha', 'milik', 'negara', 'bumn', 'usaha', 'mal', 'ritel', 'tumbuh', 'ancam', 'bangkitbersamaet']",Negatif
"['erick', 'thohir', 'optimis', 'lewat', 'nmenurut', 'fondasi', 'topang', 'ekonomi', 'nsalah', 'satu', 'konsistensi', 'jalan', 'hilir', 'produk', 'asal', 'sda', 'bangkitbersamaet']",Positif
"['topang', 'konsumsi', 'duduk', 'hutang', 'gunung', 'bom', 'negri', 'paham']",Negatif
"['menteri', 'bumn', 'optimisme', 'hadap', 'ancam', 'nasional', 'tumbuh', 'angka', 'persen', 'optimal', 'garap', 'sektor', 'sda', 'bangkitbersamaet']",Positif
"['juang', 'stabilitas', 'politik', 'sosial', 'tetep', 'hasil', 'mana', 'negara', 'dlm', 'lumayan', 'kelompok', 'rongrong']",Positif
"['optimis', 'lewat', 'nbeliau', 'sngat', 'yakkn', 'tahan', 'gejolak', 'global', 'nbeliau', 'dorong', 'produk', 'ekspor', 'sda', 'bentuk', 'produk', 'bangkitbersamaet']",Positif
"['krisis', 'global', 'nurunin', 'kepala', 'negara', 'opini', 'perhati', 'tahan', 'krisis', 'global', 'tuntutjokowimundur']",Negatif
"['moga', 'bebas', 'arsjadrasjid', 'umkm', 'inklusifkolaboratif']",Negatif
"['umkm', 'kuat', 'siap', 'emas', 'arsjadrasjid', 'umkm', 'inklusifkolaboratif']",Positif
"['menteri', 'erick', 'thohir', 'piawai', 'terka', 'prediksi', 'menteri', 'erick', 'thohir', 'kait', 'bangsa', 'lewat', 'bangkitbersamaet']",Positif
"['gejolak', 'global', 'lanjut', 'nnamun', 'men', 'optimis', 'ancam', 'bangkitbersamaet']",Positif
"['hadap', 'ancam', 'krisis', 'pangan', 'energi', 'uang', 'nmenteri', 'bumn', 'erick', 'thohir', 'kuat', 'dunia', 'bangkitbersamaet']",Positif
"['spc', 'usaha', 'gerak', 'bidang', 'jasa', 'konsultan', 'manajemen', 'ada', 'gathering', 'angkat', 'tema', 'strategi', 'hadap', 'tantang', 'ketidakpastian', 'global', 'kamis', 'hotel', 'aston', 'priority', 'jakarta']",Positif
"['jakarta', 'pandemi', 'covid', 'landa', 'tekan', 'inflasi', 'global', 'tambah', 'tegang', 'geopolitik', 'hadap', 'dunia', 'ancam', 'global', 'krisis', 'dampak', 'kembang', 'ekonomi']",Positif
"['kadin', 'mitra', 'strategis', 'perintah', 'upaya', 'antisipasi', 'dampak', 'ancam', 'salah', 'satu', 'kuat', 'umkm', 'kuat', 'ekonomi', 'nasional', 'daerah', 'arsjadrasjid', 'umkm', 'inklusifkolaboratif']",Positif
"['global', 'prediksi', 'pengaruh', 'kpd', 'optimis', 'tumbuh', 'persen', 'ayo', 'xaa', 'xae', 'bangkitbersamaet']",Positif
"['tri', 'bumn', 'erick', 'thohir', 'dorong', 'ekspor', 'sda', 'bentuk', 'produk', 'lewat', 'tahan', 'gejolak', 'global', 'bangkitbersamaet']",Negatif
"['menteri', 'badan', 'usaha', 'milik', 'negara', 'bumn', 'erick', 'thohir', 'kena', 'lembaga', 'uang', 'internasional', 'dunia', 'alami', 'bangkitbersamaet']",Positif
"['menteri', 'bumn', 'erick', 'thohir', 'kena', 'lembaga', 'uang', 'internasional', 'dunia', 'alami', 'nsyukron', 'hamdallah', 'nbangkit', 'erick', 'thohir', 'bangkitbersamaet']",Negatif
"['menteti', 'bumn', 'optimistis', 'data', 'indikator', 'tumbuh', 'kisar', 'persen', 'lewat', 'optimis', 'bangkitbersamaet']",Positif
"['optimis', 'lewat', 'bangkitbersamaet']",Positif
"['optimis', 'kena', 'bangkitbersamaet']",Positif
"['insya', 'allah', 'moga', 'pengsruh', 'global', 'minimal', 'aamiin']",Negatif
"['kuatir', 'bayang', 'nnamun', 'menteri', 'bumn', 'optimis', 'lewat', 'tahan', 'gejolak', 'global', 'salah', 'adlh', 'dorong', 'ekspor', 'sda', 'dlm', 'bentuk', 'produk', 'bangkitbersamaet']",Negatif
"['global', 'nnamun', 'beda', 'masmen', 'bumn', 'optimis', 'tahan', 'krisis', 'geopolitik', 'akibat', 'gejolak', 'global', 'nmas', 'erick', 'nasional', 'tumbuh', 'bangkitbersamaet']",Positif
"['ekonomi', 'resilien', 'ketidakpastian', 'global', 'turun', 'kerja', 'negara', 'topang', 'konsumsi', 'inflasi', 'news', 'trending']",Positif
"['menteri', 'bumn', 'dorong', 'ekspor', 'sda', 'bentuk', 'lewat', 'nbeliau', 'pimpin', 'optimistis', 'bangkitbersamaet']",Positif
"['keren', 'parahh', 'xbc', 'xef', 'aman', 'xea', 'xac', 'xeb', 'xec', 'xac', 'xec', 'xeb', 'xec', 'xac', 'xec', 'xeb', 'xec', 'xec', 'xec', 'xbc', 'hitcjakarta', 'nkelas', 'nlgbt', 'nsemeru', 'nhappy', 'birthday', 'love', 'nresesi', 'global']",Negatif
"['menteri', 'bumn', 'erick', 'thohir', 'optimis', 'lewat', 'tahan', 'gejolak', 'global', 'dorong', 'export', 'sda', 'dlm', 'bentuk', 'produk', 'bangkitbersamaet']",Positif
"['butuh', 'pimpin', 'optimis', 'pimpin', 'lemah', 'cengeng', 'nmenteri', 'bumn', 'erick', 'thohir', 'lewat', 'nerick', 'thohir', 'genjot', 'hilir', 'ekspor', 'bentuk', 'negara', 'untung', 'bangkitbersamaet']",Positif
"['negara', 'kembang', 'aman']",Negatif
"['menteri', 'bumn', 'tumbuh', 'situasi', 'global', 'penuh', 'tantang', 'nerick', 'thohir', 'optimis', 'tangguh', 'hadap', 'pelbagai', 'gejolak', 'lewat', 'bangkitbersamaet']",Positif
"['bismillah', 'nkita', 'optimis', 'lewat', 'negara', 'tangguh', 'kuat', 'juang', 'bangkitbersamaet']",Positif
"['optimis', 'bangun', 'masa', 'gejolak', 'global', 'beliau', 'dorong', 'ekspor', 'sda', 'produk', 'optimistis', 'lewat', 'bangkitbersamaet']",Positif
"['settingan', 'bahaya']",Positif
"['erick', 'thohir', 'lewat', 'bumn', 'laba', 'roket', 'erick', 'thohir', 'tahan', 'gejolak', 'global', 'bangkitbersamaet']",Positif
"['optimistis', 'hadap', 'nmenteri', 'bumn', 'erick', 'thohir', 'yakin', 'tahan', 'geopolitik', 'akibat', 'gejolak', 'global', 'erick', 'nasional', 'tumbuh', 'angka', 'bangkitbersamaet']",Positif
"['sesuai', 'harga', 'bbm', 'faktor', 'selamat', 'inflasi', 'bbm', 'bltberkeadilan', 'subsidiharustepatsasaran', 'subsiditepat', 'subsidimilikrakyat', 'subsidibbmtepatsasaran', 'inflasi', 'ekonomikuat']",Positif
"['ketua', 'dpd', 'nilai', 'dunia', 'peluang']",Positif
"['rapimnas', 'kadin', 'tema', 'ckadin', 'kuat', 'umkm', 'kuat', 'daerah', 'nasional', 'kuat', 'maju', 'tuju', 'merespon', 'situasi', 'ekonomi', 'nasional', 'global', 'ancam', 'kementerianinvestasi', 'investasitumbuhindonesiamaju']",Positif
"['ketua', 'dpd', 'nilai', 'global', 'peluang']",Negatif
"['percaya', 'konser', 'rame', 'mulu']",Positif
"['tengah', 'pedih', 'rakyat', 'lawan', 'soekarno', 'peduli', 'proyek', 'mercusuar', 'hidup', 'mewah', 'hancur', 'percaya', 'rakyat', 'sepenuh']",Positif
"['can', 'wawas', 'luas', 'ngobrol', 'tanak', 'nasi', 'ampek', 'ngomongin', 'iluminati', 'bahas', 'prediksi', 'politik']",Positif
"['isu', 'tumbuh', 'negatif', 'kuartal', 'negara', 'ndan', 'faktor', 'pengaruh', 'gdp', 'sektor', 'sumbang', 'gdp', 'ekspor', 'impor', 'konsumsi', 'rumah', 'tangga']",Negatif
"['alami', 'global', 'ekspor', 'lancar', 'minta']",Negatif
"['temen', 'temenku', 'pake', 'udah', 'diskusi', 'kaya', 'pikir', 'solusi', 'hadap']",Positif
"['arsjad', 'rasjid', 'dunia', 'hadap', 'ancam', 'kadin', 'mitra', 'strategis', 'perintah', 'upaya', 'antisipasi', 'dampak', 'ancam', 'arsjadrasjid', 'inflasi', 'inklusifkolaboratif']",Positif
"['ekspresi', 'bingung', 'ala', 'bang', 'hadap', 'kawananngelucutanpariset', 'tertawabiarwaras', 'sandangpanganpapanlawakan']",Negatif
"['kondisi', 'mana', 'lambat', 'buruk', 'putar', 'negara', 'nlalu', 'jelas', 'alami']",Negatif
"['tolong', 'pasti', 'perintah', 'kontigensi', 'plans', 'hadap', 'depresi', 'ekon', 'dunia', 'harga', 'minyak', 'komoditi', 'mahal', 'untung', 'beras', 'pangan', 'mahal', 'perintah']",Positif
"['bicara', 'efek', 'ppkm']",Positif
"['jokowi', 'ekonomi', 'milu', 'serentak', 'tunda', 'dana', 'biaya', 'ikn', 'urgent']",Negatif
"['turut', 'peluang', 'jaga', 'tumbuh', 'stabilitas', 'nasional', 'otomatis', 'hadap', 'gejolak', 'milik', 'fundamental', 'kuat', 'lanyalla']",Positif
"['situ', 'potensi', 'negara', 'suplai', 'pangan', 'buka', 'lebar', 'npemerintah', 'serius', 'dukung', 'nkebijakan', 'makro', 'mikro', 'tukas', 'lanyalla', 'lanyalla']",Negatif
"['tantang', 'bentuk', 'kuat', 'komoditas', 'pangan', 'masuk', 'negara', 'negara', 'dampak', 'tinggi', 'butuh', 'pangan', 'npeluang', 'lanyalla', 'minggu', 'lanyalla']",Negatif
"['ketua', 'dpd', 'lanyalla', 'mahmud', 'mattalitti', 'nilai', 'ancam', 'tantang', 'peluang', 'lanyalla']",Positif
"['ketua', 'dpd', 'nilai', 'dunia', 'peluang', 'nsurabaya', 'dunia', 'ketidakpastian', 'global', 'ancam', 'muncul', 'tinggi', 'inflasi', 'lambat', 'lemah', 'lanyalla', 'inflasi']",Positif
"['muda', 'suara', 'gerak', 'hadir', 'solusi', 'kuat', 'bayang', 'bayang', 'dpcpkbpacitan']",Positif
"['ngaruh', 'global', 'sistem', 'ekonomi', 'koneksi', 'langsung', 'hidup', 'negeri', 'produk', 'lokal', 'ngajuin', 'utang', 'negeri', 'alesan', 'global']",Positif
"['bahas', 'makro', 'tengah', 'isu']",Positif
"['bank', 'rakyat', 'persero', 'tbk', 'komitmen', 'dorong', 'tumbuh', 'domestik', 'ancam', 'global', 'transformasibri']",Positif
"['ndango', 'nikah', 'taun', 'ngarep', 'perang', 'xad']",Positif
"['presiden', 'jokowi', 'dorong', 'umkm', 'cegah', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['ada', 'alami', 'alami', 'sebab', 'pandemi', 'covid']",Positif
"['reymond', 'chin', 'jual', 'parah']",Positif
"['lanjut', 'nkebijakan', 'makro', 'mikro', 'tukas', 'lanyalla', 'nmenurutnya', 'peluang', 'jaga', 'tumbuh', 'stabilitas', 'nasional', 'otomatis', 'hadap', 'gejolak', 'milik', 'fundamental', 'kuat', 'next']",Positif
"['lanjut', 'tantang', 'peluang', 'tantang', 'bentuk', 'kuat', 'komoditas', 'pangan', 'masuk', 'negara', 'negara', 'dampak', 'tinggi', 'butuh', 'pangan', 'next']",Positif
"['siar', 'pers', 'nketua', 'dpd', 'nminggu', 'desember', 'nketua', 'dpd', 'nilai', 'dunia', 'peluang', 'nsurabaya', 'dunia', 'ketidakpastian', 'global', 'ancam', 'next', 'ketuadpdri', 'lanyalla', 'daridaerahuntukindonesia', 'spiritlanyalla']",Positif
"['bengong', 'rumah', 'mending', 'ngobrolin', 'bank', 'rakyat', 'yuk', 'nbank', 'nasional', 'milik', 'bumn', 'oleh', 'laba', 'fantastis', 'dunia', 'alami', 'transformasibri']",Positif
"['nyalla', 'dunia', 'untung', 'alas']",Positif
"['ketua', 'dpd', 'dunia', 'ancam', 'peluang']",Positif
"['tengah', 'gempur', 'inflasi', 'prediksi', 'bri', 'hasil', 'laba', 'upaya', 'tumbuh', 'ekonomi', 'transformasibri']",Positif
"['lanyalla', 'nilai', 'dunia', 'peluang']",Positif
"['bank', 'rakyat', 'tbk', 'komitmen', 'untk', 'dorong', 'tumbuh', 'domestik', 'ancam', 'global', 'transformasibri']",Positif
"['bank', 'rakyat', 'persero', 'tbk', 'komitmen', 'untk', 'dorong', 'tumbuh', 'domestik', 'ancam', 'global', 'transformasibri']",Positif
"['dunia', 'tantang', 'peluang']",Positif
"['dunia', 'tantang', 'peluang']",Positif
['takut'],Positif
"['ketua', 'dpd', 'nilai', 'dunia', 'peluang', 'dpdri', 'nselengkapnya', 'ninstagram']",Negatif
"['ketua', 'dpd', 'nilai', 'dunia', 'peluang', 'lanyalla']",Positif
"['turut', 'peluang', 'jaga', 'tumbuh', 'stabilitas', 'nasional', 'otomatis', 'hadap', 'gejolak', 'milik', 'fundamental', 'kuat', 'lanyalla', 'dpd', 'surabaya', 'katalanyalla']",Positif
"['prediksi', 'negara', 'negara', 'amerika', 'eropa', 'lambat', 'probabilitas', 'nmendekati', 'persen', 'eropa', 'lanyalla', 'dpd', 'surabaya', 'katalanyalla']",Positif
"['ketua', 'dpd', 'lanyalla', 'mahmud', 'mattalitti', 'nilai', 'ancam', 'tantang', 'peluang', 'lanyalla', 'dpd', 'surabaya', 'katalanyalla']",Positif
"['ketua', 'dpd', 'nilai', 'dunia', 'peluang', 'lanyalla', 'dpd', 'katalanyalla', 'surabaya']",Positif
"['moga', 'sehat', 'lancar', 'rejekinya', 'moga', 'aman', 'dri', 'aamiin']",Positif
"['untung', 'sektor', 'umkm', 'daya', 'aman', 'ekonomi', 'tingkat', 'halau', 'ramal', 'hantu', 'transformasibri']",Positif
"['komitmen', 'bank', 'bri', 'jaga', 'sektor', 'umkm', 'dorong', 'pulih', 'tumbuh', 'ekonomi', 'lolos', 'jurang', 'transformasibri']",Positif
"['erti', 'dampak', 'sebab']",Positif
"['hadap', 'global', 'industri', 'telco']",Positif
"['menteri', 'uang', 'menkeu', 'sri', 'mulyani', 'optimistis', 'ekonomi', 'bebas', 'tumbuh', 'jaga', 'persen', 'hujung', 'indonesiatanparesesi', 'ekonomiindonesia']",Positif
"['kemaren', 'ibox', 'sumarecoon', 'serpong', 'iphone', 'pro', 'promax', 'sold', 'out', 'minggu', 'nalhasil', 'gajadi', 'deh', 'beli', 'males', 'nunggu', 'minggu', 'npadahal', 'uang', 'udah', 'rebu']",Positif
"['dampak', 'dunia', 'ngelombang', 'phk', 'wilayah', 'nsemoga', 'lewat', 'ancam', 'salah', 'satu', 'kuat', 'umkm', 'banyak', 'industri', 'padat', 'karya']",Negatif
"['negara', 'aman']",Positif
"['overthinking', 'mikirin', 'mikirin']",Positif
"['hitc', 'super', 'rame', 'ngantri', 'makan', 'ampe', 'jam', 'bukti', 'gabakal']",Positif
"['prabowo', 'rakyat', 'mending', 'prabowo', 'dekade']",Positif
"['tingkat', 'konsumsi', 'daya', 'beli', 'masyarakat', 'negeri', 'selamat', 'prediksi', 'global', 'indonesiatahanresesi', 'indonesiahebat', 'indonesiakuat']",Positif
"['kgmngkinan', 'narasi', 'balik', 'jadi', 'alibi', 'sangkal', 'gagal', 'saat', 'darurat', 'akibat', 'hutang', 'program', 'bijak', 'amburadul', 'global', 'kambing', 'hitam']",Positif
"['bank', 'rakyat', 'persero', 'tbk', 'tegas', 'komitmen', 'dorong', 'tumbuh', 'ancam', 'global', 'transformasibri']",Positif
"['perhati', 'serius', 'umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Negatif
"['hadir', 'dukung', 'xef', 'cegah', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Negatif
"['pokok', 'dapet', 'follback', 'xad', 'nwalaupun', 'liat', 'muka', 'etmin', 'uifess', 'muka', 'etminnya', 'cahaya', 'lampu', 'masjid', 'etminnya', 'ngebebasin', 'nyambung']",Negatif
"['masyarakat', 'khawatir', 'molen', 'sumber', 'daya', 'alam', 'limpah']",Negatif
"['dukung', 'umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['jokowi', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Negatif
"['ekonom', 'aman', 'ancam', 'global', 'kinerjajokowiberhasil', 'indonesiaamanresesiglobal', 'ekonomikuat', 'indonesiatahanresesi', 'bbmamanapbnkuat', 'ekonomikuat', 'sukseskankebijakanpemerintah']",Positif
"['percaya', 'aman', 'ancam', 'global', 'resesiglobal', 'via', 'indonesiaamanresesiglobal', 'ekonomikuat', 'indonesiatahanresesi', 'bbmamanapbnkuat', 'ekonomikuat', 'sukseskankebijakanpemerintah']",Negatif
"['amat', 'aman', 'ancam', 'global', 'kinerjajokowiberhasil', 'indonesiaamanresesiglobal', 'ekonomikuat', 'indonesiatahanresesi', 'bbmamanapbnkuat', 'ekonomikuat', 'sukseskankebijakanpemerintah']",Positif
"['eks', 'wantimpres', 'aman', 'ancam', 'global', 'indonesiaamanresesiglobal', 'ekonomikuat', 'indonesiatahanresesi', 'bbmamanapbnkuat', 'ekonomikuat', 'sukseskankebijakanpemerintah']",Positif
"['aman', 'ancam', 'global', 'indonesiaamanresesiglobal', 'ekonomikuat', 'indonesiatahanresesi', 'bbmamanapbnkuat', 'ekonomikuat', 'sukseskankebijakanpemerintah']",Positif
"['pangsa', 'pasar', 'nilai', 'aman', 'global', 'indonesiaamanresesiglobal', 'ekonomikuat', 'indonesiatahanresesi', 'bbmamanapbnkuat', 'ekonomikuat', 'sukseskankebijakanpemerintah']",Positif
"['aman', 'ancam', 'global', 'indonesiaamanresesiglobal', 'ekonomikuat', 'indonesiatahanresesi', 'bbmamanapbnkuat', 'ekonomikuat', 'sukseskankebijakanpemerintah']",Positif
"['pangsa', 'pasar', 'nilai', 'aman', 'ancam', 'global', 'indonesiaamanresesiglobal', 'ekonomikuat', 'indonesiatahanresesi', 'bbmamanapbnkuat', 'ekonomikuat', 'sukseskankebijakanpemerintah']",Positif
"['amat', 'aman', 'ancam', 'global', 'indonesiaamanresesiglobal', 'ekonomikuat', 'indonesiatahanresesi', 'bbmamanapbnkuat', 'ekonomikuat', 'sukseskankebijakanpemerintah']",Positif
"['umkm', 'sensitif', 'kena', 'krisis', 'naik', 'harga', 'batas', 'mobilitas', 'ppkm', 'covid', 'nhal', 'prediksi', 'imf']",Negatif
"['ancam', 'global', 'magnet', 'investasi']",Positif
"['umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['ancam', 'global', 'magnet', 'investasi']",Positif
"['global', 'songsong', 'politik', 'xae']",Positif
"['bebas', 'xbc', 'xef', 'xbc', 'xef', 'nstay', 'safe', 'wilayah', 'garut', 'jabar', 'karna', 'barusan', 'gempa', 'xba', 'xef', 'xae']",Positif
"['umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['perintah', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['perhati', 'serius', 'perintah', 'umkm', 'selamat', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['perhati', 'serius', 'daro', 'perintah', 'umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['media', 'adakalanya', 'suka', 'ngarang', 'gantung', 'negara', 'kaya', 'miskin', 'nindonesia', 'kaya', 'macem', 'sda', 'bejibun', 'laut', 'limpah', 'njadi', 'takut', 'global', 'jokowi', 'kerja']",Positif
"['presiden', 'dunia', 'pusing', 'hadap', 'taun', 'rakyat', 'pusing']",Positif
"['perhati', 'serius', 'perintah', 'umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['keren', 'moga', 'lahan', 'kerja', 'perata', 'selamat', 'pimpin', 'berani', 'ambil', 'putus', 'populer', 'visi', 'depan', 'selamat', 'bangsa']",Positif
"['perhati', 'serius', 'umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['toko', 'mas', 'penuh', 'ama']",Negatif
"['umkm', 'mnjadi', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['perintah', 'dorong', 'umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['mantap', 'umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['transformasibri', 'lanjut', 'bank', 'rakyat', 'persero', 'tbk', 'komitmen', 'dorong', 'tumbuh', 'domestik', 'ancam', 'global', 'transformasibri']",Positif
"['isu', 'global', 'umkm', 'selamat', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['umkm', 'selamat', 'global', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['perintah', 'positif', 'selamat', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
"['perhati', 'serius', 'perintah', 'selmatkan', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'jokowimembangunnegeri', 'jokowimajubersamaindonesia', 'jokowibapakinfrastruktur']",Positif
